,ssc_id,psmsl,name,country,geo:lat,geo:lon,dcterms:modified,ioc,ptwc,gloss,uhslc,sonel_gps,sonel_tg
222,SSC-bonn,1039,Bonny,NG,4.45,7.183333,2015-10-22T17:02:29+00:00,,,,,,
223,SSC-bonv,2135,Bonavista,CA,49.083333,-53.2,2022-01-16T19:21:44+00:00,,,,,,
224,SSC-bonz,1809,Bonanza,ES,36.80221,-6.33813,2015-10-22T17:15:15+00:00,bon2,,,,,
225,SSC-boob,"['1268', '1333']",Booby Island,AU,-10.6,141.91666,2015-10-22T17:02:29+00:00,,,61,336,,2817
226,SSC-borg,1969,Borgund,NO,62.45,6.3,2015-10-22T17:02:29+00:00,,,,,,
227,SSC-bork,"['1037', '573']",Borkum Fischerbalje,DE,53.5575,6.749444,2015-10-22T17:02:29+00:00,bork,,,,"['1938', '2511', '639']",2512
228,SSC-borw,,Borowiec,PL,52.10020065,17.06679916,2015-10-22T17:22:58+00:00,,,,,638,
229,SSC-bory,1675,Boryeong,KR,36.406389,126.486111,2015-10-22T17:02:29+00:00,,,,,,
230,SSC-bota,"['1525', '1533']",Botany Bay,AU,-33.983333,151.216667,2015-10-22T17:02:29+00:00,,,,,,
231,SSC-bouc,1801,Boucau-Bayonne,FR,43.5273,-1.51483,2015-10-22T17:02:29+00:00,"['bouc', 'bouc2']",bouc,,,3192,"['1734', '3482']"
232,SSC-boul,471,Boulogne-Sur-Mer,FR,50.7275,1.57746,2015-10-22T17:02:29+00:00,"['boul', 'boul2']",boul,,,3187,1735
233,SSC-bour,1878,Bournemouth,GB,50.71,-1.87,2015-10-22T17:02:29+00:00,bour,,,,,
234,SSC-bourc,,Bourcefranc le Chapus,FR,45.853406,-1.177822,2015-10-22T17:02:29+00:00,,,,,,3495
235,SSC-bourk,317,Bourgas,BG,42.483333,27.483333,2015-10-22T17:02:29+00:00,,,,,,
236,SSC-bout,1259,Boutilier Point,CA,44.666667,-63.966667,2015-10-22T17:02:29+00:00,,,,,,
237,SSC-bowe,"['2074', '676']",Bowen,AU,-20.016667,148.25,2015-10-22T17:02:29+00:00,,,,,,
238,SSC-boye,,Boyeruca_CL,CL,-34.6873055,-72.05786,2022-01-16T19:23:46+00:00,"['boye', 'boye2']",,,,,
239,SSC-bozc,,Bozcaada,TR,39.835741,26.075859,2019-11-27T21:10:52+00:00,bozc,,,,,
240,SSC-bozy,2014,Bozyazi,TR,36.096111,32.94,2015-10-22T17:02:29+00:00,bozy,bozy,,,,
241,SSC-bpny,1637,"Bergen Point, Staten Island",US,40.64,-74.15,2015-10-22T17:02:29+00:00,,bpny,,,3312,3311
242,SSC-braz,,Brasilia,BR,-15.94740009,-47.87779999,2015-10-22T17:02:29+00:00,,,,,640,
243,SSC-brem,"['124', '625']",Bremerhaven,DE,53.55,8.566667,2015-10-22T17:02:29+00:00,,,,,2518,2517
244,SSC-bres,1,Brest,FR,48.38,-4.5,2015-10-22T17:02:29+00:00,"['bres', 'bres2']",,242,822,"['3180', '642']",1736
245,SSC-brew,,Brewster,US,48.13152222,-119.68261111,2015-10-22T17:02:29+00:00,,,,,2411,
246,SSC-brid,"['1231', '1766']",Bridgetown Port,BB,13.108,-59.61666,2015-10-22T17:02:29+00:00,brid,brid,,249,"['2092', '634']",2217
247,SSC-brig,677,Brighton,AU,-35.033333,138.516667,2015-10-22T17:02:29+00:00,,,,,,
248,SSC-brin,1478,Brindisi,IT,40.633333,17.933333,2015-10-22T17:02:29+00:00,,,,,,
249,SSC-bris,"['822', '851']",Brisbane ,AU,-27.36666,153.16666,2015-10-22T17:02:29+00:00,,,58,331,"['3217', '3218']",2815
250,SSC-broc,893,Broce,HR,42.816667,17.716667,2015-10-22T17:02:29+00:00,,,,,,
251,SSC-brof,,Brofjorden,SE,58.336111,11.404722,2022-01-16T19:24:54+00:00,brof,,,,,
252,SSC-brom,"['1159', '1171']",Broome,AU,-18.0008,122.2186,2015-10-22T17:02:29+00:00,brom,brom,40,166,3221,2806
253,SSC-bron,803,Bronnoysund,NO,65.483333,12.216667,2015-10-22T17:02:29+00:00,,,,,,
254,SSC-brou,"['1507', '36']",Brouwershaven,NL,51.733333,3.9,2015-10-22T17:02:29+00:00,,,,,,
255,SSC-brpt,,Barbers Point,US,21.3218,-158.1193,2015-10-22T17:02:29+00:00,brpt,brpt,,547,,
256,SSC-brsk,,Breskens Handelshaven,NL,51.4014003201,3.54772455443,2022-01-16T19:25:38+00:00,brsk,,,,,
257,SSC-brus,,Brussels,BE,50.79779816,4.358561,2015-10-22T17:02:29+00:00,,,,,"['3011', '643']",
258,SSC-btla,,Bulk Terminal,US,30.19,-93.3,2015-10-22T17:02:29+00:00,,btla,,,,
259,SSC-btny,"['12', '232', '92']",The Battery (New York),US,40.7,-74.02,2015-10-22T17:02:29+00:00,"['btny', 'btny2']",btny,,745,2722,2389
260,SSC-buca,,Bucalemu,CL,-34.639379,-72.046235,2015-10-22T17:02:29+00:00,"['buca', 'buca2', 'buca3']",buca,,,,
261,SSC-buck,1281,Buckie,GB,57.666667,-2.966667,2015-10-22T17:02:29+00:00,,,,,,
262,SSC-bucke,1720,"Bucksport, Waccamaw R.",US,33.646667,-79.095,2015-10-22T17:02:29+00:00,,,,,,
263,SSC-bueno,"['157', '832']",Buenos Aires,AR,-34.66666,-58.5,2015-10-22T17:02:29+00:00,,,,285,"['2045', '2486', '3240']","['2391', '2392']"
264,SSC-bues,504,Buesum,DE,54.133333,8.85,2015-10-22T17:02:29+00:00,,,,,2520,2519
265,SSC-bugr,2025,Bugrino,RU,68.8,49.3333,2015-10-22T17:02:29+00:00,,,,,,
266,SSC-buko,"['1895', '2032']",Bukom,SG,1.225643,103.778463,2015-10-22T17:02:29+00:00,,,,,,
267,SSC-bull,,Bullen Bay,CW,12.1873306,-69.0196139,2015-10-22T17:02:29+00:00,"['bull', 'will']",bull,,878,,
268,SSC-bunb,"['1042', '834']",Bunbury,AU,-33.323444,115.659972,2015-10-22T17:02:29+00:00,,,,,,
269,SSC-buor,735,Buorhaia (Buorhaia Mys),RU,71.95,132.766667,2015-10-22T17:02:29+00:00,,,,,,
270,SSC-bupo,,Bungus Port,ID,-1.0296607,100.3961908,2020-10-18T18:33:30+00:00,bupo,bupo,,,,
271,SSC-burn,"['1154', '1166']",Burnett Heads ,AU,-24.76666,152.38,2015-10-22T17:02:29+00:00,,,59,332,2927,2816
272,SSC-busa,955,Busan,KR,35.093056,129.0375,2015-10-22T17:02:29+00:00,busa,busa,84,,2909,2830
273,SSC-bush,1939,Bushehr,IR,28.9,50.75,2015-10-22T17:02:29+00:00,,,,,,
274,SSC-buve,456,Buenaventura,CO,3.8906,-77.0808,2015-10-22T17:02:29+00:00,"['buve', 'buve2']",buve,170,85,2046,2393
275,SSC-buzz,776,Buzzards Bay,US,41.741667,-70.616667,2015-10-22T17:02:29+00:00,,,,,,
276,SSC-bwde,,Brandywine,US,38.9867,-75.1133,2015-10-22T17:02:29+00:00,,bwde,,,,
277,SSC-bwla,,Berwick,US,29.6667,-91.2367,2015-10-22T17:02:29+00:00,,bwla,,,,
278,SSC-byko,1399,Bykov Mys (Bykov Mys),RU,72.0,129.116667,2015-10-22T17:02:29+00:00,,,,,,
279,SSC-cabc,,Carrie Bow Cay,BZ,16.80283,-88.08202,2016-04-14T13:59:47+00:00,cabc,cabc,,,,
280,SSC-cabez,,Puerto Cabezas,NI,14.04167,-83.38167,2018-01-24T20:18:24+00:00,,,,724,,
281,SSC-cabo,1355,Cabo San Lucas,MX,22.87861,-109.91,2015-10-22T17:02:29+00:00,cabo,cabo,161,34,,2851
282,SSC-cabod,1910,Cabo Cruz,CU,19.833333,-77.733333,2015-10-22T17:02:29+00:00,,,,,,
283,SSC-cabos,1297,Cabo San Antonio,CU,21.9,-84.9,2015-10-22T17:02:29+00:00,,,214,,,2874
284,SSC-cacb,,Caymans - Cayman Brac (UKHO),KY,19.743211,-79.769889,2022-01-16T19:26:57+00:00,cacb,cacb,,,,
285,SSC-cadi,"['209', '514', '985']",Cadiz,ES,36.5,-6.2,2015-10-22T17:02:29+00:00,cadi,cadi,,,"['3055', '3460', '839']","['2182', '2397']"
286,SSC-cagb,,"Caymans - Grand Cayman, Gun Bay (UKHO)",KY,19.312283,-81.089491,2022-01-16T19:27:20+00:00,cagb,cagb,,,,
287,SSC-cagl,"['104', '2089']",Cagliari,IT,39.2101,9.1142,2015-10-22T17:15:37+00:00,CA02,cagl,,,"['2412', '3575', '645']",2252
288,SSC-cair,"['953', '961']",Cairns,AU,-16.916667,145.783333,2015-10-22T17:02:29+00:00,,,,,,
289,SSC-cala,455,Calais,FR,50.9694,1.86772,2015-10-22T17:02:29+00:00,"['cala', 'cala2']",cals,,,3539,1739
290,SSC-calao,419,Calabar,NG,4.966667,8.316667,2015-10-22T17:02:29+00:00,,,,,,
291,SSC-calc,,Caymans - Little Cayman (UKHO),KY,19.667867,-80.104108,2022-01-16T19:27:46+00:00,calc,calc,,,,
292,SSC-cald,"['1512', '619']",Caldera,CL,-27.0646055,-70.82471944,2015-10-22T17:02:29+00:00,"['cald', 'cald2']",cald,,88,,
293,SSC-cale,994,Caleta Percy,CL,-52.9,-70.266667,2015-10-22T17:02:29+00:00,,,,,,
294,SSC-call,"['1274', '480', '629', '739']","Callao, La Punta",PE,-12.071,-77.174,2015-10-22T17:02:29+00:00,call,call,173,93,2049,2120
295,SSC-calq,2006,Calliaqua,VC,13.129912,-61.1955,2015-10-22T17:02:29+00:00,calq,calq,,,,
296,SSC-camb,1132,Cambridge Bay,CA,69.116667,-105.066667,2015-10-22T17:02:29+00:00,,,,,,
297,SSC-camp,1323,Campbell River,CA,50.016667,-125.233333,2015-10-22T17:02:29+00:00,crbc,crbc,,,3202,3201
298,SSC-camt,,Lerma Campeche,MX,19.811985,-90.594916,2015-10-22T17:02:29+00:00,camt,,,,"['2992', '2993']",2991
299,SSC-camu,,Caja de Muertos,PR,17.8875,-66.5308333,2015-10-22T17:02:29+00:00,camu,camu,,,,
300,SSC-cana,726,Cananeia,BR,-25.01666,-47.93333,2015-10-22T17:02:29+00:00,,,194,281,752,2230
301,SSC-canav,699,Canavieiras,BR,-15.66,-38.96,2015-10-22T17:02:29+00:00,,,,707,,
302,SSC-cano,1955,Canoe Pass,CA,50.25,-125.416667,2015-10-22T17:02:29+00:00,,,,,,
303,SSC-canog,,Puerto Carreno,CO,6.1852222,-67.482111,2015-10-22T17:02:29+00:00,,,,,3069,
304,SSC-capa,"['1143', '2031']",Cap Aux Meules,CA,47.378861,-61.857306,2015-10-22T17:02:29+00:00,,,,,,
305,SSC-cape,"['1195', '866']","Cape Town, Granger Bay",ZA,-33.9,18.43333,2015-10-22T17:02:29+00:00,,,,704,,3127
306,SSC-capei,891,Cape Chelyuskin,RU,77.716667,104.283333,2015-10-22T17:02:29+00:00,,,,,,
307,SSC-capen,1763,Cape Roberts Antarctica,AQ,-77.03392,163.19123,2015-10-22T17:02:29+00:00,,,,,2706,2705
308,SSC-capet,899,Cape Sorrell,AU,-42.216667,145.216667,2015-10-22T17:02:29+00:00,,,,,,
309,SSC-capew,1288,Cape D'Or,CA,45.3,-64.783333,2015-10-22T17:02:29+00:00,,,,,,
310,SSC-capex,1282,Cape Parry,CA,70.15,-124.666667,2015-10-22T17:02:29+00:00,,,,,,
311,SSC-capey,890,Cape Schmidt,RU,68.916667,179.466667,2015-10-22T17:02:29+00:00,,,,,,
312,SSC-capez,901,Cape Zhelanija,RU,76.95,68.583333,2015-10-22T17:02:29+00:00,,,,,,
313,SSC-caph,,Cap Haitien,HT,19.759303,-72.193371,2015-10-22T17:02:29+00:00,caph,caph,,,,
314,SSC-capo,873,Capo Passero,IT,36.666667,15.3,2015-10-22T17:02:29+00:00,,,,,,
315,SSC-cara,,Carabane,SN,12.5610361,-16.6984583,2015-10-22T17:02:29+00:00,cara,,,,,
316,SSC-carb,,Carboneras,ES,36.9743,-1.89959,2015-10-22T17:02:29+00:00,carb,carb,,,,
317,SSC-care,588,Carenero,VE,10.533333,-66.116667,2015-10-22T17:02:29+00:00,,,,,,
318,SSC-carl,,Carrolton,US,29.9317,-90.135,2015-10-22T17:02:29+00:00,,cala,,,,
319,SSC-carn,"['1115', '1126']",Carnarvon,AU,-24.9,113.65,2015-10-22T17:02:29+00:00,,,52,167,,2814
320,SSC-cart,"['1848', '572']",Cartagena,CO,10.4,-75.55,2015-10-22T17:02:29+00:00,cart,,207,265,925,2282
321,SSC-cartm,1460,Cartagena,ES,37.6,-0.966667,2015-10-22T17:02:29+00:00,carg,,,,3451,3450
322,SSC-caru,1165,Carupano,VE,10.666667,-63.25,2015-10-22T17:02:29+00:00,,,,,,
323,SSC-casa,902,Casablanca,MA,33.6,-7.6,2015-10-22T17:02:29+00:00,,,,,,
324,SSC-casc,"['2201', '52']",Cascais,PT,38.693158,-9.415384,2015-10-22T17:02:29+00:00,casc,,246,209,648,2274
325,SSC-case,1886,Casey,AU,-66.28333,110.53333,2015-10-22T17:02:29+00:00,,,278,130,647,2199
326,SSC-casi,"['2021', '587']",Casilda,CU,21.75,-79.983333,2015-10-22T17:02:29+00:00,,,,,,
327,SSC-cast,1467,Castletownbere,IE,51.6496,-9.9034,2015-10-22T17:02:29+00:00,cast,,330,835,,2901
328,SSC-casta,1691,Castellammare Di Stabia,IT,40.683333,14.466667,2015-10-22T17:02:29+00:00,,,,,,
329,SSC-castr,2005,Castries,LC,14.016667,-61.0,2015-10-22T17:02:29+00:00,,,,,,
330,SSC-cata,"['1487', '1518']",Catalina,US,33.45,-118.48333,2015-10-22T17:02:29+00:00,,,,313,,
331,SSC-catag,,San Fernando Del Valle De Catamarca,AR,-28.47098508,-65.7741208,2015-10-22T17:02:29+00:00,,,,,3090,
332,SSC-catc,1560,Cat Cay,US,25.55,-79.281667,2015-10-22T17:02:29+00:00,,,,,,
333,SSC-cati,2172,Caticlan Malay Aklan,PH,11.95,121.933333,2015-10-22T17:02:29+00:00,,,,,,
334,SSC-catn,"['102', '2094']",Catania,IT,37.498,15.0938,2015-10-22T17:28:26+00:00,CT03,cata,,,2253,2251
335,SSC-caul,306,"Caulfields, B.C.",CA,49.316667,-123.25,2015-10-22T17:02:29+00:00,,,,,,
336,SSC-caye,1768,Cayenne,FR,4.85,-52.28333,2015-10-22T17:02:29+00:00,,,202,227,3379,2869
337,SSC-cbmd,"['1295', '481']",Cambridge,US,38.5733,-76.0683,2015-10-22T17:02:29+00:00,"['cbmd', 'cbmd2']",cbmd,,,694,"['2122', '2751']"
338,SSC-cbva,1635,Chesapeake_Bay,US,36.967,-76.113,2015-10-22T17:02:29+00:00,cbva,"['cbva', 'ccmd']",,749,,
339,SSC-ccar,796,Ciudad del Carmen,MX,18.616667,-91.816667,2015-10-22T17:02:29+00:00,"['ccar', 'ccar2']",ccar,,779,,
340,SSC-cctx,1903,Corpus Christi,US,27.58,-97.2167,2015-10-22T17:02:29+00:00,"['cctx', 'cctx2']",cctx,,770,,
341,SSC-cdtt,,Cedros Bay,TT,10.0940528,-61.8654833,2015-10-22T17:02:29+00:00,cdtt,cdtt,,,,
342,SSC-cdwa,,Cape DIsappointment,US,46.3,-124.0,2019-07-24T00:19:40+00:00,,cdwa,,,,
343,SSC-cebu,394,Cebu,PH,10.3,123.91666,2015-10-22T17:02:29+00:00,,,,379,,
344,SSC-cedr,1430,Cedros Island,MX,28.1,-115.18333,2015-10-22T17:02:29+00:00,cedr,cedr,,305,,
345,SSC-cefe,,Vitoria,BR,-20.31079389,-40.31945495,2015-10-22T17:02:29+00:00,,,,,3075,
346,SSC-ceib,,La Ceiba Cabotaje Harbor,HN,15.79,-86.76,2015-10-22T17:02:29+00:00,ceib,ceib,,,,
347,SSC-cent,2207,Centuri,FR,42.966904,9.350146,2015-10-22T17:02:29+00:00,"['cent', 'cent2']",cent,,,3196,3176
348,SSC-cente,"['1175', '1176']",Centre Island,AU,-15.7,136.9,2015-10-22T17:02:29+00:00,,,,,,
349,SSC-ceut,"['1316', '1416', '1485', '1517', '498']",Ceuta,ES,35.9,-5.3166,2015-10-22T17:02:29+00:00,"['ceut', 'ceut1']",,249,207,"['1922', '650']",2213
350,SSC-cfag,,Coronel Fontana,AR,-31.6022,-68.2326,2015-10-22T17:02:29+00:00,,,,,2487,
351,SSC-cfrt,2076,Carloforte,IT,39.1436,8.3081,2015-10-22T17:31:46+00:00,CF06,,,,,
352,SSC-cgal,,Mobile Bay,US,30.6483,-88.0583,2015-10-22T17:02:29+00:00,,cgal,,,,
353,SSC-chab,"['1881', '2228']",Chabahar Port,IR,25.2958,60.603,2015-10-22T17:02:29+00:00,chab,chab,337,915,,2902
354,SSC-chac,,Resistencia,AR,-27.4204444,-58.9596944,2015-10-22T17:02:29+00:00,,,,,3091,
355,SSC-cham,1201,Champerico,GT,14.3,-91.91666,2015-10-22T17:02:29+00:00,,,,670,,
356,SSC-chamy,1005,Champlain,CA,46.433333,-72.4,2015-10-22T17:02:29+00:00,,,,,,
357,SSC-char,1269,Charleston,US,43.345,-124.3217,2015-10-22T17:02:29+00:00,"['char', 'char2']",char,,575,3030,3029
358,SSC-charf,427,Charlottetown,CA,46.233333,-63.116667,2015-10-22T17:02:29+00:00,,,,,,
359,SSC-charl,234,Charleston,US,32.781667,-79.925,2019-04-01T12:18:31+00:00,,chsc,,261,"['1894', '2008', '651']",2384
360,SSC-chat,1484,Chatham,GB,51.4,0.55,2015-10-22T17:02:29+00:00,,,,,,
361,SSC-chbe,,Chateaubelair,VC,13.2911,-61.2406,2021-12-10T13:27:27+00:00,chat,chvg,,,,
362,SSC-chch,1496,Charchanga,BD,22.2167,91.05,2016-12-02T09:52:03+00:00,,,,138,,
363,SSC-cheh,748,Chehov,RU,47.466667,142.0,2015-10-22T17:02:29+00:00,,,,,,
364,SSC-chen,1592,Chendering/Kuala Terengganu,MY,5.26666,103.18333,2015-10-22T17:02:29+00:00,,,293,320,2640,2639
365,SSC-chenn,205,Chennai,IN,13.1,80.3,2015-10-22T17:02:29+00:00,chenn,chen,34,,2069,2440
366,SSC-cher,467,Cherbourg,FR,49.65,-1.63,2015-10-22T17:02:29+00:00,"['cher', 'cher2']",cher,,,"['3182', '3183', '3535']",1748
367,SSC-chet,650,Chetyrehstolbovoi,RU,70.633333,162.483333,2015-10-22T17:02:29+00:00,,,,,,
368,SSC-chia,1655,Puerto Chiapas,MX,14.697,-92.411,2015-10-22T17:02:29+00:00,"['chia', 'made']","['chia', 'made']",,318,,
369,SSC-chij,1391,Chichijima,JP,27.08333,142.18333,2015-10-22T17:02:29+00:00,chij,chij,103,47,"['2413', '808']",2137
370,SSC-chim,771,Chimbote,PE,-9.083333,-78.633333,2015-10-22T17:02:29+00:00,,,,,,
371,SSC-chimh,987,"Chi Ma Wan, Lantau Island",HK,22.233333,114.0,2015-10-22T17:02:29+00:00,,,,,,
372,SSC-chin,970,Chinhae,KR,35.15,128.65,2015-10-22T17:02:29+00:00,,,,,,
373,SSC-chit,,Chatham Island,NZ,-44.0247,-176.3688,2015-10-22T17:02:29+00:00,chit,chit,,,3560,
374,SSC-chiz,,Chize,FR,46.13349915,-0.40770301,2015-10-22T17:02:29+00:00,,,,,929,
375,SSC-chlt,,Chetumal,MX,18.483472,-88.3,2015-10-22T17:02:29+00:00,,,,,3001,3000
376,SSC-chnr,,Chañaral,CL,-26.3517694444,-70.6336555556,2015-10-22T17:02:29+00:00,"['chnr', 'chnr2']",chnr,,,,
377,SSC-chos,"['1188', '1363', '1544', '879']",Choshi,JP,35.733333,140.866667,2015-10-22T17:02:29+00:00,,,,,,
378,SSC-chpi,,Cachoeira Paulista,BR,-22.68709946,-44.98519897,2015-10-22T17:02:29+00:00,,,,,653,
379,SSC-chri,1409,Christianso,DK,55.316667,15.183333,2015-10-22T17:02:29+00:00,,,,,,
380,SSC-chrl,2007,Charlotteville,TT,11.316667,-60.55,2015-10-22T17:02:29+00:00,chrl,chrl,,,,
381,SSC-chrp,1633,Cherry Point,US,48.863,-122.758,2015-10-22T17:02:29+00:00,"['chrp', 'chrp2']",chrp,,,,
382,SSC-chrs,1010,Christmas Island,AU,-10.4294,105.6693,2015-10-22T17:02:29+00:00,"['chrs', 'ffcj']",chrs,47,170,2929,2811
383,SSC-chrt,"['1447', '2118']",Christiansted,US,17.75,-64.705,2021-10-05T20:46:34+00:00,,,,258,"['1898', '659']","['2143', '3108']"
384,SSC-chst,,Charleston,NZ,-41.9032,171.4338,2019-04-01T12:15:12+00:00,chst,chst,,,,
385,SSC-chtt,"['1573', '2196', '416', '750', '975', '991']",Chittagong,BD,22.3333,91.825,2015-10-22T17:02:29+00:00,chtt,chtt,36,124,3599,2804
386,SSC-chuj,1588,Chujado,KR,33.961667,126.300278,2015-10-22T17:02:29+00:00,,,,,,
387,SSC-chum,,Chumysh,KZ,42.99850117,74.7510995,2015-10-22T17:02:29+00:00,,,,,2414,
388,SSC-chur,447,Churchill,CA,58.78333,-94.2,2015-10-22T17:02:29+00:00,,,,274,654,2244
389,SSC-chuu,528,Chuuk Atoll,FM,7.45,151.85,2015-10-22T17:02:29+00:00,chuu,chuk,116,54,2626,2625
390,SSC-cibo,,Ciboure,FR,43.38916196,-1.66271366,2015-10-22T17:02:29+00:00,,,,,,3497
391,SSC-cila,"['1602', '2199', '272']",Cilacap,ID,-7.75,109.0,2015-10-22T17:02:29+00:00,"['cila', 'cili']","['cila', 'cili']",291,162,3413,"['2892', '3586']"
392,SSC-cire,282,Cirebon,ID,-6.716667,108.566667,2015-10-22T17:02:29+00:00,,,,,,
393,SSC-ciud,591,Ciudad Trujillo,DO,18.45,-69.883333,2015-10-22T17:02:29+00:00,,,,,,
394,SSC-ciuda,"['1020', '698']",Ciudad Madero,MX,22.25,-97.8,2015-10-22T17:02:29+00:00,,,,277,2052,"['2281', '2762']"
395,SSC-ciut,,Ciutadella,ES,39.987588,3.828154,2022-01-16T19:28:54+00:00,ciut,,,,,
396,SSC-civi,"['106', '2091']",Civitavecchia,IT,42.093958333333,11.789647222222,2015-10-22T17:34:34+00:00,CI20,ci20,,,2256,2255
397,SSC-ckfl,"['199', '428']",Cedar Key,US,29.135,-83.0317,2015-10-22T17:02:29+00:00,,ckfl,,,,
398,SSC-clip,"['1697', '1992']",Clipperton Island,FR,10.28333,-109.21666,2015-10-22T17:02:29+00:00,,,165,391,,2853
399,SSC-clri,,Conimicut light,US,41.72,-71.34,2015-10-22T17:02:29+00:00,,clri,,,,
400,SSC-clst,2180,Celestun,MX,20.864506,-90.405121,2015-10-22T17:02:29+00:00,clst,clst,,861,,
401,SSC-cltc,,Clute Coop,US,29.013606,-95.403661,2015-10-22T17:23:17+00:00,,,,,3519,
402,SSC-cmet,,Caleta Meteoro,CL,-52.9666,-74.0667,2015-10-22T17:02:29+00:00,"['cmet', 'cmet3']",cmet,,,,
403,SSC-cmnj,1153,Cape May,US,38.9683,-74.96,2015-10-22T17:02:29+00:00,"['cmnj', 'cmnj2']",cmnj,,746,,
404,SSC-coat,692,Coatzacoalcos,MX,18.15,-94.416667,2015-10-22T17:02:29+00:00,,,,,,
405,SSC-cocb,"['1052', '1666', '983']",Cocos Island,AU,-12.1167,96.8919,2015-10-22T17:02:29+00:00,cocb,cocb,46,171,656,2218
406,SSC-coch,438,Cochin,IN,9.96666,76.26666,2015-10-22T17:02:29+00:00,coch,coch,32,174,2067,2438
407,SSC-cochi,1874,Cochino Pequeno,HN,15.95,-86.5,2015-10-22T17:02:29+00:00,,,,269,,
408,SSC-coco,"['1530', '169', '2202']",Coco Solo,PA,9.36666,-79.88333,2015-10-22T17:02:29+00:00,,,208,266,3511,2871
409,SSC-cocoa,,Cocoa Beach,US,28.36666,-80.6,2015-10-22T17:02:29+00:00,,,,754,,
410,SSC-cocos,,Cocos Island,CR,5.556083,-87.04783,2021-12-10T13:37:58+00:00,cocos,coco,,392,,
411,SSC-coff,"['799', '865', '878']",Coff's Harbour,AU,-30.35,153.033333,2015-10-22T17:02:29+00:00,,,,,,
412,SSC-cois,,Corn Island,NI,12.3272222,-83.0677778,2015-10-22T17:02:29+00:00,"['cois', 'pcoi']",,,,,
413,SSC-coli,,Coliumo,CL,-36.53797,-72.957142,2022-01-16T19:29:57+00:00,"['coli', 'coli2']",,,,,
414,SSC-colo,"['1755', '2194', '388', '718']",Colombo,LK,6.95,79.85,2015-10-22T17:02:29+00:00,"['colb', 'colo']","['colb', 'colo']",33,115,3582,1994
415,SSC-color,433,Colonia,UY,-34.483333,-57.85,2015-10-22T17:02:29+00:00,,,,,,
416,SSC-comm,2070,Commonwealth Bay,AQ,-67.0,142.65,2015-10-22T17:02:29+00:00,,,,,3432,"['3430', '3431']"
417,SSC-como,,Comores,KM,-11.7035,43.24809444,2015-10-22T17:02:29+00:00,como,como,,,,
418,SSC-comoq,181,Comodoro Rivadavia,AR,-45.866667,-67.483333,2015-10-22T17:02:29+00:00,,,,,,
419,SSC-comor,630,Comox,CA,49.666667,-124.916667,2015-10-22T17:02:29+00:00,,,,,,
420,SSC-cona,1477,Conakry,GN,9.51666,-13.71666,2015-10-22T17:02:29+00:00,,,255,,,2881
421,SSC-conc,1301,Concarneau,FR,47.8737,-3.90738,2015-10-22T17:02:29+00:00,"['conc', 'conc2']",conc,,,3189,1751
422,SSC-const,,Constitucion,CL,-35.3559194,-72.4581,2015-10-22T17:02:29+00:00,"['cons2', 'const']",cons,,,,
423,SSC-cook,"['1130', '1131']",Cooktown,AU,-15.466667,145.25,2015-10-22T17:02:29+00:00,,,,,,
424,SSC-copp,1340,Coppermine,CA,67.883333,-115.25,2015-10-22T17:02:29+00:00,,,,,,
425,SSC-coqu,977,Coquimbo,CL,-29.950066,-71.3353,2015-10-22T17:02:29+00:00,"['coqu', 'coqu2']",coqu,,,,
426,SSC-cora,1312,Coral Harbour,CA,64.133333,-83.166667,2015-10-22T17:02:29+00:00,,,,,,
427,SSC-cord,566,Cordova,US,60.558,-145.753,2015-10-22T17:02:29+00:00,"['cord', 'cord2']",cord,,583,2672,2671
428,SSC-cordg,,Cordoba,AR,-31.52840042,-64.47000122,2015-10-22T17:02:29+00:00,,,,,658,
429,SSC-corf,1933,Corfu (Kerkyra),GR,39.6282,19.905317,2015-10-22T17:02:29+00:00,corf,,,,2582,2581
430,SSC-cori,,Corinto,NI,12.4833333,-87.1675,2021-12-10T14:24:13+00:00,"['cori', 'pcrt']",cori,,679,,
431,SSC-corie,,Corinth,GR,37.9452,22.9365,2016-05-01T21:11:00+00:00,corn,corn,,,,
432,SSC-corr,1057,Corral,CL,-39.8865805,-73.426133,2015-10-22T17:02:29+00:00,"['corr', 'corr2']",corr,,,2654,2653
433,SSC-coru,"['1808', '484', '763']",La Coruña,ES,43.3666,-8.4,2015-10-22T17:02:29+00:00,"['acor1', 'cor2', 'coru']",,243,830,618,"['2195', '2399', '2400']"
434,SSC-coti,,La Cotinière,FR,45.913597,-1.32781,2015-10-22T17:02:29+00:00,,,,,,3496
435,SSC-cove,,Coveñas,CO,9.4091666,-76.205277,2015-10-22T17:02:29+00:00,cove,cove,,,,
436,SSC-coxs,1476,Cox's Bazaar,BD,21.45,91.83333,2015-10-22T17:02:29+00:00,,,,136,,
437,SSC-coyq,,Coyhaique,CL,-45.5143,-71.8921,2015-10-22T17:02:29+00:00,,,,,2488,
438,SSC-cpit,,Castlepoint,NZ,-40.89929,176.2316763,2015-10-22T17:02:29+00:00,cpit,cpit,,,,
439,SSC-cpjf,"['1520', '1521']",Cape Jaffa,AU,-36.95,139.666667,2015-10-22T17:05:59+00:00,,,,,,
440,SSC-cpla,,Calcasieu Pass,US,29.7682,-93.3429,2015-10-22T17:02:29+00:00,"['cpla', 'cpla2']",cpla,,,,
