,ssc_id,psmsl,name,country,geo:lat,geo:lon,dcterms:modified,ioc,ptwc,gloss,uhslc,sonel_gps,sonel_tg
1214,SSC-lucin,1658,Lucinda Offshore,AU,-18.516667,146.333333,2015-10-22T17:17:29+00:00,,,,,,
1215,SSC-lude,911,Luderitz,ZA,-26.65,15.15,2015-10-22T17:02:29+00:00,,,,702,,
1216,SSC-luga,,Luganville,VU,-15.5156,167.1886,2015-10-22T17:02:29+00:00,luga,luga,,,,
1217,SSC-luis,,Luis Correia,BR,-2.86666,-41.66666,2021-10-05T20:40:16+00:00,,,,711,,
1218,SSC-lund,,Lunde,SE,62.880556,17.876389,2022-01-22T10:36:33+00:00,lund,,,,,
1219,SSC-lung,,Lungsurannaga,ID,2.1,117.75,2015-10-22T17:02:29+00:00,,,,410,,
1220,SSC-lusi,979,Lusi,CN,32.13333,121.61666,2015-10-22T17:02:29+00:00,,,283,633,,2891
1221,SSC-lvwa,,Longview,US,46.0917,-122.9567,2015-10-22T17:02:29+00:00,,lvwa,,,,
1222,SSC-lymg,,Lymington,GB,50.74031,-1.50708,2015-10-22T17:02:29+00:00,lymg,,,,,
1223,SSC-lyns,,Lynaes,GL,64.43048,-40.198052,2015-10-22T17:02:29+00:00,,,,,2475,
1224,SSC-lyok,16,Lyokki,FI,60.85,21.183333,2015-10-22T17:02:29+00:00,,,,,,
1225,SSC-lypy,17,Lypyrtti,FI,60.6,21.233333,2015-10-22T17:02:29+00:00,,,,,,
1226,SSC-maas,9,Maassluis,NL,51.9175,4.249722,2015-10-22T17:02:29+00:00,,,,,,
1227,SSC-maat,898,Maatsuyker Island,AU,-43.633333,146.366667,2015-10-22T17:02:29+00:00,,,,,,
1228,SSC-maca,269,Macau,PT,22.16666,113.55,2015-10-22T17:02:29+00:00,,,,338,3569,3568
1229,SSC-macac,2154,"Macabalan Port, Cagayan De Oro",PH,8.5,124.666667,2015-10-22T17:02:29+00:00,,,,,,
1230,SSC-macae,1917,Macaé,BR,-22.385,-41.77,2015-10-22T17:02:29+00:00,,,352,719,,3590
1231,SSC-mach,1944,Machlipattnam,IN,16.15,82.166667,2015-10-22T17:02:29+00:00,,,,,,
1232,SSC-mack,"['564', '962']",Mackay,AU,-21.1,149.233333,2015-10-22T17:02:29+00:00,,,,,,
1233,SSC-macq,"['184', '186']",Macquarie Is.,AU,-54.5,158.93333,2015-10-22T17:02:29+00:00,,,130,680,727,2302
1234,SSC-mada,"['1254', '1618']",Madang,PG,-5.2,145.8,2015-10-22T17:02:29+00:00,,,,66,,
1235,SSC-madr,,Madrid,ES,40.44580078,-3.7095201,2015-10-22T17:02:29+00:00,,,,,728,
1236,SSC-madry,501,Puerto Madryn,AR,-42.76265,-65.03068611,2015-10-22T17:02:29+00:00,madry,madr,191,731,924,2339
1237,SSC-maer,2010,Marmara Ereglisi,TR,40.966667,27.966667,2015-10-22T17:02:29+00:00,maer,,,,2028,2175
1238,SSC-magi,759,Magueyes Island,US,17.9767,-67.0467,2015-10-22T17:02:29+00:00,"['magi', 'magi2']",magi,,246,1893,2381
1239,SSC-maho,2062,Mahon,ES,39.89304,4.27056,2015-10-22T17:02:29+00:00,"['lmma', 'maho']",,,,,
1240,SSC-mais,,Marion Island,ZA,-46.8667,37.8667,2015-10-22T17:02:29+00:00,"['mais', 'mais2']",mais,20,920,2016,1980
1241,SSC-maisa,1089,Maisaka,JP,34.68333,137.61666,2015-10-22T17:02:29+00:00,,,,356,,
1242,SSC-maisl,1912,Maisi,CU,20.25,-74.15,2015-10-22T17:02:29+00:00,,,,,,
1243,SSC-maiz,"['1387', '1523', '663']",Maizurui,JP,35.483333,135.4,2015-10-22T17:02:29+00:00,,,,,,
1244,SSC-maji,,Majis,OM,24.518,56.606,2015-10-22T17:02:29+00:00,maji,maji,,,,
1245,SSC-maju,,Marina Jambu,ID,-6.189322,105.841088,2019-02-25T17:07:54+00:00,maju,maju,,,,
1246,SSC-maka,,"Makai Pier, Waimanalo",US,21.32,-157.69,2015-10-22T17:02:29+00:00,maka,maka,,,,
1247,SSC-makal,2153,"Makar, General Santos City",PH,6.1,125.15,2015-10-22T17:02:29+00:00,,,,,,
1248,SSC-make,,Makemo,PF,-16.6269,-143.5691,2015-10-22T17:02:29+00:00,make,make,354,454,3417,3416
1249,SSC-maku,"['1142', '1235']",Makurazak,JP,31.266667,130.3,2015-10-22T17:02:29+00:00,,,,,,
1250,SSC-mala,"['1252', '338']",Malakal,PW,7.3282,134.4502,2015-10-22T17:02:29+00:00,mala,mala,120,7,2628,2627
1251,SSC-male,"['1743', '1744', '1753']",Male,MV,4.19,73.5267,2015-10-22T17:02:29+00:00,male,male,28,108,"['2985', '3536', '729']",1978
1252,SSC-malea,948,Malecon,VE,11.0,-71.583333,2015-10-22T17:02:29+00:00,,,,,,
1253,SSC-mali,916,Malin Head Peninsular,IE,55.37168,-7.33432,2015-10-22T17:02:29+00:00,"['malh', 'mali']",mali,239,834,2065,2435
1254,SSC-malih,894,Mali Ston,HR,42.833333,17.7,2015-10-22T17:02:29+00:00,,,,,,
1255,SSC-malk,,Malokuril'skoe,RU,43.87,146.82,2021-10-05T21:08:53+00:00,malk,,,,,
1256,SSC-malm,2114,Malmo,SE,55.616667,13.033333,2015-10-22T17:02:29+00:00,maha,,,,,
1257,SSC-malo,486,Måløy,NO,61.933333,5.116667,2015-10-22T17:02:29+00:00,malo,,,802,,
1258,SSC-malp,,Malpelo,CO,4.0024,-81.6042,2015-10-22T17:02:29+00:00,"['malp', 'malp2']",malp,,,,
1259,SSC-maly,609,Malye Karmakuly,RU,72.366667,52.7,2015-10-22T17:02:29+00:00,,,,,,
1260,SSC-malyc,620,Malyi Taimyr (Malyi Taimyr Ostrov),RU,78.083333,106.816667,2015-10-22T17:02:29+00:00,,,,,,
1261,SSC-malyt,741,Malysheva (Malysheva Ostrov),RU,72.066667,129.833333,2015-10-22T17:02:29+00:00,,,,,,
1262,SSC-mamb,2174,Mambajao Camguin,PH,9.25,124.733333,2015-10-22T17:02:29+00:00,,,,,,
1263,SSC-mana,2206,Manazuru,JP,35.152778,139.144444,2015-10-22T17:02:29+00:00,,,,,,
1264,SSC-manag,,Managua,NI,12.1491003,-86.248703,2015-10-22T17:02:29+00:00,,,,,732,
1265,SSC-manf,1262,Manfredonia,IT,41.616667,15.916667,2015-10-22T17:02:29+00:00,,,,,,
1266,SSC-mang,"['1423', '696']",Mangalore,IN,12.85,74.833333,2015-10-22T17:02:29+00:00,,,,,,
1267,SSC-mani,145,Manila,PH,14.5833,120.9667,2015-10-22T17:02:29+00:00,mani,mani,73,370,"['3064', '3238', '3591', '815']",1979
1268,SSC-maniz,1901,Maniitsoq,GL,65.416667,-52.9,2015-10-22T17:02:29+00:00,,,,,,
1269,SSC-mant,1503,Manta,EC,-0.95,-80.73333,2015-10-22T17:02:29+00:00,,,,89,,
1270,SSC-manth,1359,Mantab,EC,-0.95,-80.433333,2015-10-22T17:02:29+00:00,,,,,,
1271,SSC-mantj,172,Mantyluoto,FI,61.594383,21.463433,2015-10-22T17:02:29+00:00,,,,,,
1272,SSC-manu,"['1609', '1619']",Manus Island,PG,-2.016667,147.266667,2015-10-22T17:02:29+00:00,,,,,,
1273,SSC-manua,1948,Manukau Harbour (Onehunga Wharf),NZ,-36.933333,174.783333,2015-10-22T17:02:29+00:00,,,,,,
1274,SSC-manz,"['1818', '737']",Manzanillo,MX,19.06361,-104.29805,2015-10-22T17:02:29+00:00,"['manz', 'mnza']",manz,163,395,"['2983', '3324', '3596', '733']","['2166', '2783']"
1275,SSC-manzd,1934,Manzanillo,CU,20.333333,-77.15,2015-10-22T17:02:29+00:00,,,,,,
1276,SSC-mapr,,Martinez-Amorco Pier ,US,38.0346,-122.1252,2019-07-24T00:21:54+00:00,,maca,,,,
1277,SSC-mapu,,Maputo,MZ,-26.16666,32.7,2015-10-22T17:02:29+00:00,,,,190,,
1278,SSC-mapuw,986,Maputo,MZ,-25.966667,32.566667,2015-10-22T17:02:29+00:00,,,,,,
1279,SSC-mara,1073,Maracaibo,VE,10.683333,-71.583333,2015-10-22T17:02:29+00:00,,,,,3072,
1280,SSC-marao,"['1187', '1424']",Marathon Shores,US,24.733333,-81.033333,2015-10-22T17:02:29+00:00,,,,,,
1281,SSC-mard,1542,Mar De Ajo,AR,-36.7,-56.666667,2015-10-22T17:02:29+00:00,,,,,,
1282,SSC-mare,2239,Maré,FR,-21.5478,167.8771,2015-10-22T17:02:29+00:00,mare,mare,,,,3168
1283,SSC-marg,1225,Margate,GB,51.4,1.4,2015-10-22T17:02:29+00:00,,,,,,
1284,SSC-margg,,Marie Gletscher,GL,77.187037,-65.69462,2015-10-22T17:02:29+00:00,,,,,2466,
1285,SSC-mari,2181,Marin,ES,42.40612,-8.69108,2015-10-22T17:02:29+00:00,mari,,,,,
1286,SSC-marik,667,Marii Pronchishevoi (Bukhta),RU,75.533333,113.433333,2015-10-22T17:02:29+00:00,,,,,,
1287,SSC-marin,55,Marienleuchte,DE,54.5,11.25,2015-10-22T17:02:29+00:00,,,,,,
1288,SSC-mariy,1205,Marina Del Ray,US,33.833333,-118.333333,2015-10-22T17:02:29+00:00,,,,,,
1289,SSC-marj,1682,Marjan 46/51,SA,28.45,49.633333,2015-10-22T17:02:29+00:00,,,,,,
1290,SSC-marm,1249,Marmagao,IN,15.41666,73.8,2015-10-22T17:02:29+00:00,marm,marm,281,,2066,2437
1291,SSC-mars,61,Marseille,FR,43.2911,5.3558,2015-10-22T17:02:29+00:00,mars,,205,824,"['3193', '735']",1802
1292,SSC-marsa,1735,Marsaxlokk (formally Valletta),MT,35.820063,14.532955,2015-10-22T17:02:29+00:00,,,,,3155,3146
1293,SSC-marsd,,Marsden Point,NZ,-35.83333,174.5,2015-10-22T17:02:29+00:00,,,,398,,
1294,SSC-marsh,"['1217', '1228', '1838']",Majuro,MH,7.1061,171.3725,2015-10-22T17:02:29+00:00,marsh,majb,112,5,2055,"['2117', '2768']"
1295,SSC-mart,968,Martigues,FR,43.4,5.05,2015-10-22T17:02:29+00:00,,,,,,
1296,SSC-marv,2104,Marviken,SE,58.553611,16.837222,2015-10-22T17:02:29+00:00,,,,,,
1297,SSC-masa,2044,Masan,KR,35.21,128.588889,2015-10-22T17:02:29+00:00,,,,,,
1298,SSC-masi,1887,Masirah,OM,20.6833,58.8667,2015-10-22T17:02:29+00:00,masi,masi,,113,,
1299,SSC-masiy,995,Masira Island,OM,20.216667,58.483333,2015-10-22T17:02:29+00:00,,,,,,
1300,SSC-mass,491,Massacre Bay,US,52.83333,173.2,2015-10-22T17:02:29+00:00,,,303,550,,
1301,SSC-mata,"['2188', '458']",Matarani,PE,-17.0,-72.11666,2015-10-22T17:02:29+00:00,mata,mata,,94,,
1302,SSC-matac,1338,Matapeake,US,38.956667,-76.355,2015-10-22T17:02:29+00:00,,,,,,
1303,SSC-matav,854,"Matavai, Tahiti",PF,-17.516667,-149.516667,2015-10-22T17:02:29+00:00,,,,,,
1304,SSC-matel,,Marina di Teulada,IT,38.927535,8.719503,2022-01-22T10:27:26+00:00,matel,,,,,
1305,SSC-mati,2156,"Mati, Davao Oriental",PH,6.95,126.216667,2015-10-22T17:02:29+00:00,,,,,,
1306,SSC-mats,"['1062', '880']",Matsuyama,JP,33.866667,132.7,2015-10-22T17:02:29+00:00,,,,,,
1307,SSC-maui,,Haleakala,US,20.7067,-156.257,2015-10-22T17:02:29+00:00,,,,,2429,
1308,SSC-mavh,,Mavholmsbadan,SE,57.672222,11.7075,2022-01-22T17:12:58+00:00,mavh,,,,,
1309,SSC-maws,1814,Mawson,AU,-67.6,62.86666,2015-10-22T17:02:29+00:00,,,22,177,738,2198
1310,SSC-maya,,Mayaguez,PR,18.2168,-67.1587,2015-10-22T17:02:29+00:00,maya,maya,,736,"['3115', '3116']",3114
1311,SSC-maza,712,Mazatlan,MX,23.181397,-106.4239,2015-10-22T17:02:29+00:00,"['maza', 'maza2']",maza,,673,,
1312,SSC-mazay,171,Mazaro Del Vallo,IT,37.666667,12.566667,2015-10-22T17:02:29+00:00,,,,,,
1313,SSC-mbar,,Mbarara,UG,-0.60146898,30.73789978,2015-10-22T17:02:29+00:00,,,,,739,
1314,SSC-mcdo,,Mcdonald Observatory Site,US,30.68050003,-104.01499939,2015-10-22T17:25:58+00:00,,,,,741,
1315,SSC-mcmd,,McCreadys_Creek,US,38.3,-76.0,2015-10-22T17:02:29+00:00,,mcmd,,,,
1316,SSC-mcmu,1048,Mcmurdo Sound,AQ,-74.75,164.5,2015-10-22T17:02:29+00:00,,,,,,
1317,SSC-mdic,2140,Marina Di Campo,IT,42.742633333333,10.238333333333,2015-10-22T17:25:43+00:00,MC41,,,,3438,3437
1318,SSC-mdvj,,Mendeleevo,RU,56.02149963,37.21450043,2015-10-22T17:02:29+00:00,,,,,"['2430', '742']",
1319,SSC-meji,,Mejillones,CL,-23.0975,-70.45083,2015-10-22T17:02:29+00:00,"['meji', 'meji2']",meji,,,,
1320,SSC-melc,900,Melchior,AQ,-64.316667,-62.983333,2015-10-22T17:02:29+00:00,,,,,,
1321,SSC-meli,2057,Melilla,ES,35.29,-2.93,2015-10-22T17:02:29+00:00,meli,,,,3105,3104
1322,SSC-mell,1913,Mellieha Bay,MT,35.983333,14.35,2015-10-22T17:02:29+00:00,malt,,,,,
1323,SSC-mellv,1987,Mellum Plate,DE,53.766667,8.1,2015-10-22T17:02:29+00:00,,,,,2534,2533
1324,SSC-melv,"['1119', '1174']",Melville Bay,AU,-12.216667,136.7,2015-10-22T17:02:29+00:00,,,,,,
1325,SSC-meme,125,Memel,LT,55.716667,21.116667,2015-10-22T17:02:29+00:00,,,,,,
1326,SSC-mems,75,Mem,SE,58.483333,16.416667,2015-10-22T17:26:04+00:00,,,,,,
1327,SSC-mene,1725,Meneng,ID,-8.11666,114.38333,2015-10-22T17:02:29+00:00,,,,158,,
1328,SSC-ment,1679,Mentesizmir,TR,38.433333,26.716667,2015-10-22T17:02:29+00:00,ment,,,,2030,2157
1329,SSC-mera,359,Mera,JP,34.91880035,139.82499695,2021-12-10T13:50:24+00:00,mera,mera,86,352,801,2313
1330,SSC-mers,341,Mersrags,LV,57.333333,23.116667,2015-10-22T17:02:29+00:00,,,,,,
1331,SSC-mess,"['115', '2081']",Messina,IT,38.1963,15.5635,2015-10-22T17:29:04+00:00,ME13,,,,3441,"['3439', '3440']"
1332,SSC-meul,,Meulaboh,ID,4.316666667,96.21666667,2015-10-22T17:02:29+00:00,"['meul', 'meul2']",meul,,914,2933,2932
1333,SSC-mhav,"['1700', '66']",Milford Haven,GB,51.71,-5.05,2015-10-22T17:02:29+00:00,mhav,,,,,
1334,SSC-mhpa,,Marcus_Hook,PA,39.81,-75.41,2015-10-22T17:02:29+00:00,mhpa,mhpa,,,,
1335,SSC-miam,1717,Miami,US,25.9,-80.11666,2015-10-22T17:02:29+00:00,,,218,"['241', '755']",,
1336,SSC-midx,523,Midway Island,US,28.207,-177.356,2015-10-22T17:02:29+00:00,"['midx', 'midx2']","['midw', 'midx']",106,50,,2839
1337,SSC-miku,1190,Mikuni,JP,36.254722,136.148889,2015-10-22T17:02:29+00:00,,,,,783,2114
1338,SSC-mill,755,Millport,GB,55.75,-4.91,2015-10-22T17:02:29+00:00,mill,,,,,
1339,SSC-mimz,,Mimizan,FR,44.2107,-1.2951,2015-10-22T17:02:29+00:00,"['mimz', 'mimz2']",,,,"['3480', '3481']",3479
1340,SSC-mina,1064,Minami Izu,JP,34.616667,138.883333,2015-10-22T17:02:29+00:00,,,,,,
1341,SSC-minas,1494,Mina Sulman,BH,26.23333,50.6,2015-10-22T17:02:29+00:00,,,,182,"['2485', '2559', '633']",2146
1342,SSC-mind,,Mindelo,CV,16.8880278,-25.0009167,2015-10-22T17:02:29+00:00,mind,,,,,
1343,SSC-mini,1050,Minicoy,IN,8.28333,73.05,2015-10-22T17:02:29+00:00,mini,mini,29,153,2068,2439
1344,SSC-mins,1875,Minami-tori-shima,JP,24.28,153.98,2021-12-10T16:09:35+00:00,mins,mins,104,49,"['2489', '2837']",2836
1345,SSC-miqu,,Miquelon island,PM,47.101251,-56.376137,2022-09-13T19:25:51+00:00,miqu,,,,,
1346,SSC-miri,1819,Miri,MY,4.4,113.96666,2015-10-22T17:02:29+00:00,,,,388,2642,2641
1347,SSC-mirn,,Mirny ,RU,-66.55,93.01666,2015-10-22T17:02:29+00:00,,,25,,,2800
1348,SSC-mise,1612,Miseno,IT,40.783333,14.083333,2015-10-22T17:02:29+00:00,,,,,,
1349,SSC-misu,810,Misumi,JP,32.623056,130.451389,2015-10-22T17:02:29+00:00,,,,,,
1350,SSC-miya,1060,Miyake Sima,JP,34.067,139.482,2021-12-10T13:47:43+00:00,,,,357,,
1351,SSC-miyay,872,Miyazu,JP,35.533333,135.183333,2015-10-22T17:02:29+00:00,,,,,,
1352,SSC-miyk,"['1149', '463']",Miyako,JP,39.633333,141.966667,2015-10-22T17:26:14+00:00,,,,,,
1353,SSC-mkea,,Mauna Kea,US,19.80139923,-155.45599365,2015-10-22T17:02:29+00:00,,,,,744,
1354,SSC-mlga,"['1810', '496']",Malaga,ES,36.71184,-4.41709,2015-10-22T17:29:00+00:00,mal3,,,,"['1924', '3459']","['2183', '2396']"
1355,SSC-mlnd,,Malindi,KE,-2.99589992,40.19440079,2015-10-22T17:17:42+00:00,,,,,"['1869', '730']",
1356,SSC-mnga,,Mangalia,RO,43.8014,28.5952,2022-01-22T10:31:26+00:00,mang,,,,,
1357,SSC-mnkt,,Manukau,NZ,-37.0466,174.5117,2019-04-01T12:37:59+00:00,mnkt,mnkt,,,,
1358,SSC-moal,,Mobil,US,30.7083,-88.0433,2015-10-22T17:02:29+00:00,moal,moal,,,,
1359,SSC-mobs,,Melbourne,AU,-37.82941111,144.97533333,2015-10-22T17:02:29+00:00,,,,,2431,
1360,SSC-moca,1315,Mocamedes,AO,-15.2,12.15,2015-10-22T17:02:29+00:00,,,,238,,
1361,SSC-moga,,Mogadishu,SO,2.01666,45.33333,2015-10-22T17:02:29+00:00,,,7,,,2793
1362,SSC-moir,675,Mo I Rana,NO,66.316667,13.616667,2015-10-22T17:02:29+00:00,,,,,,
1363,SSC-mokp,954,Mokpo,KR,34.779722,126.375556,2015-10-22T17:02:29+00:00,,,,,2920,2919
1364,SSC-moku,823,Mokuoloe Island,US,21.437,-157.793,2015-10-22T17:02:29+00:00,moku,moku,,61,,
1365,SSC-mold,1968,Molde,NO,62.733333,7.166667,2015-10-22T17:02:29+00:00,,,,,,
1366,SSC-momb,"['2183', '370']",Mombasa,KE,-4.067,39.65,2015-10-22T17:02:29+00:00,momb,momb,8,101,,"['2794', '3583']"
1367,SSC-momm,271,Mommark,DK,54.933333,10.066667,2015-10-22T17:02:29+00:00,,,,,,
1368,SSC-mona,2122,Mona Island,US,18.09,-67.9383,2015-10-22T17:02:29+00:00,"['mona', 'mona2']",mona,,267,3017,3016
1369,SSC-monb,"['1470', '772']",Monbetui,JP,44.35,143.366667,2015-10-22T17:02:29+00:00,,,,,,
1370,SSC-monc,"['149', '788']",Monaco,MC,43.72867,7.42158,2015-10-22T17:02:29+00:00,"['monc', 'monc2']",,,,3195,"['1807', '3198']"
1371,SSC-mone,700,Moneron,RU,46.233333,141.2,2015-10-22T17:02:29+00:00,,,,,,
1372,SSC-monp,,Monument Peak,US,32.89193937,-116.4223476,2015-10-22T17:02:29+00:00,,,,,2432,
1373,SSC-mont,1352,Monterey Harbor,US,36.605,-121.888,2015-10-22T17:02:29+00:00,"['mont', 'mont2']",mont,,555,2697,2698
1374,SSC-monte,431,Montevideo,UY,-34.9,-56.25,2015-10-22T17:02:29+00:00,,,300,,3156,2895
1375,SSC-mony,519,Montauk,US,41.0483,-71.96,2015-10-22T17:02:29+00:00,"['mony', 'mony2']",mony,,279,2029,2386
1376,SSC-mool,"['1493', '1499']",Mooloolaba,AU,-26.683333,153.133333,2015-10-22T17:02:29+00:00,,,,,,
1377,SSC-mora,1862,"Moray Firth, Whiteness Head",GB,57.6,-4.0,2015-10-22T17:02:29+00:00,,,,,,
1378,SSC-mord,"['1412', '1432']",Mordialloc,AU,-38.016667,145.083333,2015-10-22T17:02:29+00:00,,,,,,
1379,SSC-morp,,Morpeth,GB,55.21279907,-1.68550003,2015-10-22T17:02:29+00:00,,,,,746,
1380,SSC-morz,732,Morzhovaia (Harasavei Mys),RU,71.416667,67.583333,2015-10-22T17:02:29+00:00,,,,,,
1381,SSC-mosj,781,Mosjoen,NO,65.85,13.2,2015-10-22T17:02:29+00:00,,,,,,
1382,SSC-moss,910,Mossel Bay,ZA,-34.18333,22.13333,2015-10-22T17:02:29+00:00,,,,185,,
1383,SSC-mosu,1936,Mosulpo,KR,33.214444,126.251111,2015-10-22T17:02:29+00:00,,,,,,
1384,SSC-motr,1940,Motril,ES,36.720278,-3.523611,2015-10-22T17:02:29+00:00,motr,,,,3457,3456
1385,SSC-moul,747,Moulmein,MM,16.4833,97.6166,2015-10-22T17:02:29+00:00,moul,moul,141,906,,2845
1386,SSC-mour,"['1629', '1659']",Mourilyan Harbour,AU,-17.583333,146.083333,2015-10-22T17:02:29+00:00,,,,,,
1387,SSC-moza,1054,Mozambique Island,MZ,-15.033333,40.733333,2015-10-22T17:02:29+00:00,,,,,,
1388,SSC-mozi,912,Mozi,JP,33.95,130.966667,2015-10-22T17:02:29+00:00,,,,,,
1389,SSC-mpfl,316,Mayport,US,30.4,-81.43333,2015-10-22T17:02:29+00:00,,mpfl,,753,,
1390,SSC-mpva,399,Money_Point,US,36.7783,-76.3017,2015-10-22T17:02:29+00:00,,mpva,,,3047,3046
1391,SSC-mqzg,,Mcqueens Valley,NZ,-43.70270157,172.65499878,2015-10-22T17:02:29+00:00,,,,,747,
1392,SSC-mrig,,Marigot,DM,15.547938,-61.283093,2017-07-18T09:19:00+00:00,mrig,,,,,
1393,SSC-mrms,,Marmaris,TR,36.837989807129,28.384845733643,2020-01-31T14:43:56+00:00,mrms,mrms,,,,
1394,SSC-mstd,,Marstrand,SE,57.886944,11.593611,2022-01-22T17:12:27+00:00,mard,,,,,
1395,SSC-mtka,,Mitaka A Site,JP,35.67951389,139.56138611,2015-10-22T17:02:29+00:00,,,,,2433,
1396,SSC-mtrn,,Matera,IT,40.6490611,16.7045002,2015-10-22T17:25:35+00:00,,,,,"['2428', '737']",
1397,SSC-mtrr,,Monterrey,MX,25.71550677,-100.3129058,2015-10-22T17:18:20+00:00,,,,,3065,
1398,SSC-mtwa,805,Mtwara,TZ,-10.267,40.2,2015-10-22T17:02:29+00:00,mtwa,tanz,9,922,2567,2566
1399,SSC-mukh,1108,Mukho,KR,37.550278,129.116389,2015-10-22T17:02:29+00:00,,,,,,
1400,SSC-mumb,1732,Mumbles,GB,51.57,-3.98,2015-10-22T17:02:29+00:00,mumb,,,,,
1401,SSC-mumbj,"['212', '43']",Mumbai / Bombay (apollo Bandar),IN,18.916667,72.833333,2015-10-22T17:02:29+00:00,,,,,,
1402,SSC-mund,807,Mundra,IN,22.833333,69.716667,2015-10-22T17:02:29+00:00,,,,,,
1403,SSC-muos,649,Muostah ( Muostah Ostrov),RU,71.55,130.033333,2015-10-22T17:02:29+00:00,,,,,,
1404,SSC-murc,,Murcia,ES,37.5963889,-0.9736111,2019-12-07T09:43:07+00:00,murc2,,,,,
1405,SSC-murm,"['684', '687']",Murmansk,RU,68.96666,33.05,2015-10-22T17:02:29+00:00,,,274,,,2888
1406,SSC-muro,1194,Muroran,JP,42.35,140.95,2015-10-22T17:02:29+00:00,,,,,,
1407,SSC-muroz,1390,Murotomisaki,JP,33.266389,134.164444,2015-10-22T17:02:29+00:00,,,,,,
1408,SSC-musc,"['1716', '2185']",Muscat,OM,23.63333333,58.56666667,2015-10-22T17:02:29+00:00,"['mus2', 'musc']","['mus2', 'musc']",,110,,
1409,SSC-mysp,2026,Mys Pikshueva,RU,69.55,32.4333,2015-10-22T17:02:29+00:00,,,,,,
1410,SSC-myss,616,Mys Shmidta,RU,68.9,-179.366667,2015-10-22T17:02:29+00:00,,,,,,
1411,SSC-nabt,391,Nab Tower,GB,50.666667,-0.95,2015-10-22T17:02:29+00:00,,,,,,
1412,SSC-naca,1398,Nacala,MZ,-14.46666,40.68333,2015-10-22T17:02:29+00:00,,,,193,,
1413,SSC-nafl,1107,Naples,US,26.13,-81.807,2015-10-22T17:02:29+00:00,nafl,nafl,,757,3045,3044
1414,SSC-naga,827,Nagaevo Bay,RU,59.73333,150.7,2015-10-22T17:02:29+00:00,,,92,,917,2729
1415,SSC-nagaa,1308,Nagappattinam,IN,10.766667,79.85,2015-10-22T17:02:29+00:00,,,,,,
1416,SSC-nagas,"['1100', '141']",Nagasaki,JP,32.733,129.867,2021-12-10T13:52:25+00:00,naga,naga,83,362,805,2105
1417,SSC-nago,"['1488', '860']",Nagoya,JP,35.083333,136.883333,2015-10-22T17:02:29+00:00,,,,,,
1418,SSC-naha,1151,Naha,JP,26.22,127.67,2015-10-22T17:02:29+00:00,naha,naha,81,355,807,2111
1419,SSC-naho,,Nahodka,RU,42.78,132.86,2015-10-22T17:02:29+00:00,naho,naho,,,,
1420,SSC-naib,1497,Naiba,RU,70.85,130.75,2015-10-22T17:02:29+00:00,,,,,,
1421,SSC-nain,1029,Nain,CA,56.55,-61.68,2015-10-22T17:02:29+00:00,nain,,224,833,748,2101
1422,SSC-naka,1105,Nakano Shima,JP,29.83333,129.85,2015-10-22T17:02:29+00:00,,,,345,,
1423,SSC-nakhx,551,Nakhodka,RU,42.883333,132.9,2015-10-22T17:02:29+00:00,,,,,,
1424,SSC-nanc,2222,Nancowry,IN,8.05,93.55,2015-10-22T17:02:29+00:00,nanc,nanc,,,,
1425,SSC-nano,1825,Nanoose Bay,CA,49.266667,-124.133333,2015-10-22T17:02:29+00:00,,,,,749,2208
1426,SSC-nans,,Nansha ,CN,9.5,112.5,2015-10-22T17:02:29+00:00,nans,nans,,,,
1427,SSC-nanso,1730,Nan Sha,CN,9.55,112.88,2015-10-22T17:02:29+00:00,,,,,,
1428,SSC-naos,"['1783', '581']",Naos,PA,8.91666,-79.53333,2015-10-22T17:02:29+00:00,,,,300,,
1429,SSC-napo,"['105', '129', '1531', '1535', '1611', '2092']",Napoli,IT,40.8397,14.2692,2015-10-22T17:29:24+00:00,NA23,napo,,,3471,"['3468', '3469', '3470']"
1430,SSC-napt,1750,Port Napier,NZ,-39.4756612,176.920066,2015-10-22T17:02:29+00:00,napt,napt,,668,,
1431,SSC-narv,312,Narvik,NO,68.428286,17.425759,2015-10-22T17:02:29+00:00,,,,,,
1432,SSC-nass,2000,Nassau,BS,25.083333,-77.35,2015-10-22T17:02:29+00:00,,,,727,3068,
1433,SSC-naur,"['1374', '1844']",Nauru,NR,-0.52,166.91,2015-10-22T17:02:29+00:00,"['naur', 'nauu']",nauu,114,4,750,"['2134', '2773']"
1434,SSC-naus,,Manaus,BR,3.02291912,-60.055016,2015-10-22T17:02:29+00:00,,,,,3078,
1435,SSC-nawi,756,"Nawiliwili Bay, Kauai Island",US,21.957,-159.36,2015-10-22T17:02:29+00:00,"['nawi', 'nawi2']",nawi,,58,"['2623', '2984']",2622
1436,SSC-naze,"['1018', '1522', '887']",Nase,JP,28.38333,129.5,2015-10-22T17:02:29+00:00,,,,359,,
1437,SSC-nbpa,,New_Bold,PA,40.14,-74.15,2015-10-22T17:02:29+00:00,nbpa,nbpa,,,,
1438,SSC-nbrt,,New Brighton,NZ,-43.506,172.735,2023-01-30T10:09:16+00:00,nbrt,nbrt,,,,
1439,SSC-ncla,,New Canal Station,US,30.0266,-90.1133,2015-10-22T17:02:29+00:00,ncla,ncla,,,,
